Minisector,SAI,GAS,Fastest
0,255.17038784761903,257.714438919224,GAS
1,205.30563648179273,202.28362897659343,SAI
2,218.02343869999999,217.76196098064517,SAI
3,263.51556850392154,259.95754589737084,SAI
4,275.7495002026667,274.0316664,SAI
5,216.5208950491859,221.16998762364872,GAS
6,93.46862643063685,95.54694714717789,GAS
7,183.27972457788675,183.31193623063064,GAS
8,275.20478754920634,268.4431344563389,SAI
9,308.7606333991342,288.901295090354,SAI
10,320.65747185442274,295.76524141525846,SAI
11,313.7174234666667,289.0138630812679,SAI
12,112.48272336099694,112.28408382994739,SAI
13,211.8204881023016,211.54925232814878,SAI
14,275.12383368533335,275.0746815631083,SAI
15,293.5636646492753,293.48178053830225,SAI
16,223.9523979142857,224.7779389476272,GAS
17,121.96218668273184,121.38633871904453,SAI
18,151.53077117019217,151.79315487383818,GAS
19,251.0354941798942,253.2774028698413,GAS
20,153.6754449665925,156.83955820863986,GAS
21,129.1700302556359,126.89036304862312,SAI
22,201.76170218230152,202.2512986089466,GAS
23,206.89399457254902,204.82189071811462,SAI
24,164.202527760408,165.18163259544374,GAS
25,228.41666986666667,229.87499733333334,GAS
