Minisector,HAM,OCO,Fastest
0,291.57265029774436,297.61865716826765,OCO
1,241.48713986216453,218.25578798323806,HAM
2,150.08819368888888,140.43081538126344,HAM
3,230.1506712665102,219.02986115555555,HAM
4,167.03515683333333,158.86648083663565,HAM
5,177.275164350384,176.53110802870026,HAM
6,249.76249945396825,249.59297052154193,HAM
7,272.96166645333335,271.9634540249665,HAM
8,281.10241218245613,282.0975942334464,OCO
9,273.8921057122807,259.73571428571427,HAM
10,253.38730143492063,239.02682300440586,HAM
11,256.07122570582015,238.28558161329775,HAM
12,218.72812573333331,202.51277529046257,HAM
13,150.84945775800796,134.4918011434884,HAM
14,164.05669258528138,143.32298252290622,HAM
15,188.7184093472662,176.94357739017175,HAM
16,258.5367057777778,252.77678502857142,HAM
17,249.341452887909,240.78858689855073,HAM
18,120.05400613461885,113.3776456137489,HAM
19,203.65145172912665,193.51428567477956,HAM
20,200.41719621305114,191.6065353332831,HAM
21,234.06627888997164,225.68892339544516,HAM
22,264.84323661027486,261.118460444384,HAM
23,281.70739312280705,278.44265173623063,HAM
24,292.456385762145,290.1828703407407,HAM
