Minisector,VER,GAS,Fastest
0,293.1554306769748,294.7827147511062,GAS
1,300.2954629807407,302.518541592381,GAS
2,217.80279537888197,224.16433979048756,GAS
3,140.58670430603175,135.05256589511214,VER
4,214.8626287777778,216.25035410330412,GAS
5,164.15609796195153,165.30483578770662,GAS
6,168.50884807874704,169.48833990587147,GAS
7,253.25606014075186,248.18467959123808,VER
8,278.32180117542464,278.13452337665444,VER
9,287.3996862005195,287.36145885232696,VER
10,270.87328096,256.3116100329412,VER
11,251.7782818159615,238.45133271640603,VER
12,243.78164631111113,241.6194122011191,VER
13,218.3725450506718,212.79978721220198,VER
14,134.54785913898638,132.40469407592852,VER
15,143.10414373919414,138.80090129260068,VER
16,176.03985003914275,167.73786661478456,VER
17,244.86257587831153,252.91037611669435,GAS
18,246.41849301866668,254.85227143728176,GAS
19,117.16545219578514,115.68286487840494,VER
20,190.73598459733333,187.43585004036618,VER
21,200.36983638742018,195.1984404670602,VER
22,235.8077233062857,232.59580265758734,VER
23,262.3475900757086,269.4358116658462,GAS
24,281.17166454290594,293.0837446596248,GAS
25,289.8,,VER
