Minisector,HAM,OCO,Fastest
0,290.49380131338984,271.0925075177853,HAM
1,109.8853373863579,108.92102209072448,HAM
2,165.98260711863097,153.93300577782136,HAM
3,208.17366748104826,208.27756183506173,OCO
4,162.4771784211016,153.04298405903248,HAM
5,243.09150361410016,235.80102257689518,HAM
6,203.50490967720773,180.92366933333332,HAM
7,135.2362359284372,128.70211460567566,HAM
8,240.4278527846698,230.22683532800002,HAM
9,286.1168650793651,279.70202478504035,HAM
10,299.37453493181135,282.31672831278195,HAM
11,153.41731398222223,144.05548257044134,HAM
12,222.39413162469674,217.09474064069266,HAM
13,271.6123364802219,269.5278995900186,HAM
14,271.3621428571428,275.4970206255606,OCO
15,103.11217821425413,100.85219710858372,HAM
16,213.51502033454545,214.54620355155365,OCO
17,275.2180568917224,266.24236239780527,HAM
18,307.43962184873953,298.0412804232804,HAM
19,322.6787476016618,313.9230781788497,HAM
20,332.2853651139048,323.31925275311875,HAM
21,291.31244019138757,290.4498666033604,HAM
22,146.73459089511522,144.03407914508435,HAM
23,231.8481155088298,219.47313608556033,HAM
24,268.2503178723196,277.7073750044445,OCO
25,,285.0,OCO
