Minisector,VER,PER,Fastest
0,290.31069288018887,292.87877951238096,PER
1,299.86979173333333,303.21833919655245,PER
2,302.77361114074074,306.35379073283207,PER
3,290.418319648128,301.1798254035088,PER
4,169.18884743529412,172.64587697594547,PER
5,213.75527796187913,206.39418704780573,VER
6,236.77428108571428,229.3244274345364,VER
7,264.3414927439844,265.97460276825393,PER
8,251.0856788858497,255.4914034961837,PER
9,167.38502137551873,160.75439799533862,VER
10,226.9818852251062,228.55315600915324,PER
11,138.44677172081532,129.45063467246376,VER
12,228.60716733866667,220.76211242088547,VER
13,198.09186935592354,181.46052953576944,VER
14,215.8737665185185,222.423293422021,PER
15,235.61294023857388,235.92959367879814,PER
16,259.358323543688,262.8489083842191,PER
17,279.6847222349206,284.0950401015873,PER
18,130.17932136581254,117.12849145732176,VER
19,164.0348945507796,156.52642437270305,VER
20,150.6002849367125,156.1802534564532,PER
21,165.36862191168746,146.53680144183778,VER
22,118.49740470153156,123.27831320732865,PER
23,228.8026197942857,237.2301753109731,PER
24,269.31178340460474,274.6333455845005,PER
