Minisector,LEC,RUS,Fastest
0,260.50083282857145,262.69757360793653,RUS
1,136.44313745239566,135.96836787736305,LEC
2,206.86518620555916,202.61573164431078,LEC
3,247.31452370285714,247.98272033946205,RUS
4,255.14118279183975,259.66557259186817,RUS
5,174.64396415061003,177.0890441884104,RUS
6,145.8742617793016,145.28078313071194,LEC
7,184.10254791538284,185.67598058988006,RUS
8,102.95935631278756,101.24656840401194,LEC
9,71.1024909550716,74.23316649934152,RUS
10,98.02791612765871,99.82851952150251,RUS
11,192.59407516309773,188.8018543541702,LEC
12,247.9786338369414,248.33357562380954,RUS
13,269.94507609761905,270.8766828923077,RUS
14,281.17440924835165,280.4851531755102,LEC
15,110.61044685620722,105.15978845257958,LEC
16,162.0873198640254,151.58871938675557,LEC
17,187.48720476756694,196.8757664748538,RUS
18,199.04555009705217,193.0099329160852,LEC
19,217.51444695505026,207.61573046247617,LEC
20,139.34941202540605,138.0774760367816,LEC
21,104.910282432994,95.36842238885525,LEC
22,100.02962499288127,103.17717798045791,RUS
23,203.05137178818552,207.614223205772,RUS
24,248.34752726153846,255.29213922133334,RUS
25,264.9499968,,LEC
