Minisector,HAM,PER,Fastest
0,270.2151945904762,270.7979968727526,PER
1,246.90816801845375,241.89671317713575,HAM
2,113.25471106895122,118.52441852846188,PER
3,172.0893703238249,170.38005200701966,HAM
4,186.44389010846572,184.51560203283617,HAM
5,196.19172493731799,196.41062793340308,PER
6,263.53543795671,270.213236741938,PER
7,286.546520068129,298.48190080262475,PER
8,234.93308013876828,224.0288581163448,HAM
9,139.32905007864397,143.91379801822222,PER
10,116.25790208983479,115.64452532766887,HAM
11,143.63778671228616,152.71608737384253,PER
12,244.6980176777143,241.08358678492752,HAM
13,146.824223381822,148.06533765402332,PER
14,150.18842323276334,147.25537047765272,HAM
15,106.76460460155606,108.66164806109079,PER
16,215.97371230983393,224.697119563421,PER
17,232.6214337219131,230.10181098882677,HAM
18,128.28996831989818,126.2759080738777,HAM
19,239.41717771398118,245.85013094885593,PER
20,274.6685491224242,286.83725668017314,PER
21,192.6118321767007,181.5108897298102,HAM
22,152.85511269238094,144.79064272111586,HAM
23,215.55023216971853,210.164406797678,HAM
24,234.77268956359322,222.9183701705785,HAM
