Minisector,LEC,PER,Fastest
0,251.14542690041552,249.483366378819,LEC
1,205.25802692431452,212.28086731213673,PER
2,197.78455123590595,195.15330142037396,LEC
3,248.36276414086953,252.3961282733073,PER
4,269.0139604295856,269.2830848736508,PER
5,286.3686645093461,288.54914144969695,PER
6,150.1979884508895,170.39274711204465,PER
7,176.48337288051314,174.363027434497,LEC
8,266.3373493348792,266.0505187564389,LEC
9,293.2719334877558,292.44545524706473,LEC
10,306.7939920255892,304.1348882331429,LEC
11,307.70919189707604,303.65977247294626,LEC
12,107.65310309767308,110.71961413458793,PER
13,186.0300724098297,189.80656061132467,PER
14,277.05298354733895,269.24271100597804,LEC
15,305.18092697843787,295.8359893768575,LEC
16,310.43708308317457,299.39237391213436,LEC
17,174.73799441857963,181.46986079470724,PER
18,210.59957475102038,221.4585082569603,PER
19,263.96809227230284,262.9451500060029,LEC
20,144.33602575327328,149.79112584570646,PER
21,139.74833232549042,141.2538574176078,PER
22,218.7278756096,220.53488636265726,PER
23,230.63846181850676,223.19438822132435,LEC
24,153.05652032263743,151.1983131488722,LEC
