Minisector,HAM,NOR,Fastest
0,274.5333773209529,270.80493656071303,HAM
1,299.57956079999997,295.8164692803688,HAM
2,312.267768167619,310.4914238935488,HAM
3,318.4057417804422,318.82404178133334,NOR
4,321.0956737429302,322.8419876051582,NOR
5,322.6861111365079,325.184642976508,NOR
6,199.05725918837027,197.2617787423711,HAM
7,107.0364613600938,105.36732858272335,HAM
8,189.7773940694171,187.73025388190476,HAM
9,262.5665657050505,260.0641256063492,HAM
10,290.62218547092436,288.58001692867725,HAM
11,158.10195080360845,137.66694900066832,HAM
12,96.5904776026822,97.99061606940307,NOR
13,112.87925760912913,117.3434974253258,NOR
14,224.68295797493732,215.10328606873705,HAM
15,184.67838749634086,194.9179313087507,NOR
16,226.8809652603509,213.1208117445963,HAM
17,178.6336200902052,174.7971880436285,HAM
18,234.50101128698412,239.73721639438963,NOR
19,278.2644261928572,279.43808429545453,NOR
20,228.51865490777033,242.59870555995522,NOR
21,142.89965716563236,137.4120269044307,HAM
22,95.4100068283111,97.45812360933786,NOR
23,122.12741599450202,126.19947094199186,NOR
24,226.4950705347973,230.76790926777315,NOR
25,257.30192196923076,,HAM
