Minisector,VER,PIA,Fastest
0,298.6698245392761,300.41137398382165,PIA
1,196.18652925802084,192.41733093576488,VER
2,224.5127634569121,227.07681268244977,PIA
3,273.8745637001698,273.82440739347317,VER
4,247.6850655730032,220.75164724496548,VER
5,127.49866052326523,128.65536552505313,PIA
6,206.5330985210628,210.08369725266442,PIA
7,249.9807471236175,251.1345379041594,PIA
8,231.01889898923767,240.12528048054585,PIA
9,225.02026225574969,227.579364572456,PIA
10,273.30414043484734,274.2539140970716,PIA
11,290.03887109360693,289.52621877402424,VER
12,298.6496419390391,294.7017717990147,VER
13,300.33111669043205,297.31436143663285,VER
14,302.06294896036724,296.9858079094853,VER
15,234.49015967189877,244.6677902908338,PIA
16,228.94513377390032,235.48318579292877,PIA
17,273.79664137677906,274.47250595238097,PIA
18,289.93467337038976,286.2760287990193,VER
19,144.59583781642175,155.65338178201236,PIA
20,210.77976598785898,211.87487298447863,PIA
21,173.3356025987018,168.33772471064455,VER
22,146.84242886207275,132.09175304451455,VER
23,242.1764317543425,239.6128084169292,VER
24,284.56654563754523,283.5740359327575,VER
25,,296.0249997714286,PIA
