Minisector,VER,LEC,Fastest
0,323.44350764295353,310.7143501654658,VER
1,246.67733135746033,248.21199267900954,LEC
2,124.18738121442819,135.02347606176048,LEC
3,240.93798409384732,242.68801216678858,LEC
4,191.70348269796696,190.74874493242908,VER
5,251.27695862289175,255.2014049043117,LEC
6,235.8704512191062,238.32356951508737,LEC
7,256.9349283752248,254.49901778607406,VER
8,291.3423724711111,293.3418217980952,LEC
9,214.37520010950516,202.94916438178385,VER
10,192.7272087123707,199.07276312400626,LEC
11,272.350345038002,277.3375324491228,LEC
12,226.32795559461528,213.54030233357696,VER
13,249.02141147878788,243.89049728764883,VER
14,292.77215429075346,293.0176662913179,LEC
15,309.8318920725265,310.15740726857143,LEC
16,309.07043630629863,312.99261628652255,LEC
17,213.23095734377173,210.29661879542857,VER
18,255.51693974641537,261.06408881803776,LEC
19,295.4484487256219,298.22967223026455,LEC
20,311.1933537202336,313.83690022567987,LEC
21,308.31624662643276,316.02431570742857,LEC
22,157.013046268743,146.46170258374593,VER
23,226.30748340323203,230.47392211806715,LEC
24,286.6940209798758,289.22032166577776,LEC
25,301.9312496,,VER
