Minisector,HAM,VER,Fastest
0,297.72321401904765,303.05666678303027,VER
1,251.70780921010507,257.992856431746,VER
2,199.12569345777777,198.45602540137534,HAM
3,265.06529328194597,264.33056446542446,HAM
4,220.76233883900227,232.7943913698237,VER
5,122.58227500161655,120.75384998829102,HAM
6,183.5998063327731,181.78703893692278,HAM
7,257.29501633721935,258.9434609527308,VER
8,289.1011435818198,291.6561984088598,VER
9,303.24749994666666,306.50072930666664,VER
10,308.1679820165951,313.8764583847619,VER
11,235.51053011592083,229.71698720616988,HAM
12,148.14516385489677,148.02193306402344,HAM
13,257.07606660443054,258.35983633633407,VER
14,290.29705075670995,293.375568504146,VER
15,299.4452380444444,306.06925600761906,VER
16,293.0418019116883,304.00189988193165,VER
17,257.52130736209523,266.44283758412695,VER
18,188.58684762641255,184.52025242624867,HAM
19,189.05773612970918,186.61071835015522,HAM
20,182.9460814566042,185.7647197044733,VER
21,251.10554744685712,252.76645226936986,VER
22,131.56444247249615,128.36971368864988,HAM
23,200.70455595723124,194.5302625081413,HAM
24,276.54317944126984,278.2824785705065,VER
25,,294.8875008,VER
