Minisector,VER,STR,Fastest
0,279.1506405147836,273.26289717772005,VER
1,116.7037704653231,118.43205919174214,STR
2,154.97602495568253,157.12734640768758,STR
3,216.8477452237587,207.04113251335173,VER
4,164.3622127785538,155.55394438398636,VER
5,238.0888918623954,237.96740336922304,VER
6,219.3778341326869,203.7163992886019,VER
7,142.12897232214826,134.88411946145,VER
8,230.4772877577143,224.9709802213654,VER
9,269.61787175265937,270.3038985930159,STR
10,280.20529170213916,266.7776591522485,VER
11,148.38612052753743,135.88864818741362,VER
12,212.04344295207812,216.8895668647619,STR
13,263.1368380538095,265.2644373688889,STR
14,262.5624969677527,252.78859617363406,VER
15,101.31573829197721,99.27467617863834,VER
16,217.367319469328,220.17235837018634,STR
17,269.25109336,269.88245369644,STR
18,289.9490241405291,290.63109429781514,STR
19,300.9839493270588,302.0366718307472,STR
20,307.64244898133336,309.0017440511489,STR
21,289.91881749761905,254.06241179797976,VER
22,147.70237916266666,141.74893131117216,VER
23,226.2102690307483,233.88645555988796,STR
24,273.98163911499535,274.6513842478153,STR
