Minisector,HAM,ALB,Fastest
0,256.3728783930213,249.80088751599618,HAM
1,137.44394682763715,132.0859452616367,HAM
2,263.24502434432566,265.77409309009136,ALB
3,301.92333328,305.94715106938776,ALB
4,301.69439654252875,304.3472700689655,ALB
5,307.72321424761907,311.9469708897544,ALB
6,311.8512770835149,316.6705246814815,ALB
7,311.93080365714286,318.72755641071683,ALB
8,208.8497259623448,196.2180338843412,HAM
9,197.60365898085664,197.08185339991007,HAM
10,188.5356712362553,174.68989542833853,HAM
11,168.00188497128477,168.47797342315778,ALB
12,255.1479634227629,255.35654994532865,ALB
13,270.688633668816,274.4772178408602,ALB
14,277.34005367741935,277.87417903010396,ALB
15,271.8082108216083,265.01849046666666,HAM
16,190.18443535809428,186.66849637037407,HAM
17,196.6161985091516,190.0697146382161,HAM
18,239.70407272021598,244.51705916916808,ALB
19,283.1139879263492,287.2907109025086,ALB
20,302.8223643822548,308.6528211181595,ALB
21,310.2013888790123,315.20081291634506,ALB
22,308.41641659902467,309.122373188265,ALB
23,261.46742508054183,227.49373157926,HAM
24,117.63484690598135,116.16862546877,HAM
25,228.64583466666667,,HAM
