Minisector,VER,PER,Fastest
0,303.12003966137564,302.15717588148146,VER
1,235.01940191281815,249.50503154714315,PER
2,134.04375647943027,140.8478406890479,PER
3,216.9146592884764,219.44225071637405,PER
4,262.5338187161828,265.31432513372295,PER
5,286.4318777989418,290.12499976296294,PER
6,300.63898906865967,303.66064859259257,PER
7,273.52916826666666,277.0922622678848,PER
8,177.1596165848332,185.1457819505863,PER
9,242.38653051423915,247.1452399238095,PER
10,274.73399081704264,277.0095116494623,PER
11,265.50246881035275,268.9724078943882,PER
12,211.57788027553696,215.71483323733332,PER
13,128.98396101232447,134.7201892020364,PER
14,126.33026788952381,129.54633823206927,PER
15,168.0394560655537,177.57706868829052,PER
16,125.58959671760547,127.05972984287585,PER
17,232.1775355362319,232.2361063404939,PER
18,191.39220068223787,191.0186381453277,VER
19,162.39848352323233,167.4222860810545,PER
20,247.52046249872416,249.16944365714286,PER
21,274.07870195048326,276.9391696679929,PER
22,287.31798214736847,291.79421009634,PER
23,296.53564805079367,296.8173941333333,PER
24,301.357903458201,300.7029411764706,VER
25,,300.3666666666667,PER
