Minisector,SAI,HAM,Fastest
0,292.7017977331966,295.4402456915716,HAM
1,303.31094717018635,306.2372739349611,HAM
2,278.5200599982222,282.60126664840357,HAM
3,104.5800847575543,105.97158646210549,HAM
4,214.9510803697598,216.86536651097643,HAM
5,268.6117906160951,270.383339363456,HAM
6,211.38907978748455,219.2687533948718,HAM
7,154.90140896235872,156.70138892785792,HAM
8,194.55349104544763,201.79136712404647,HAM
9,213.8298666452353,214.80638928874407,HAM
10,113.98055691754881,111.6819405935154,SAI
11,226.20185363337592,226.30955852712324,HAM
12,111.34136303612358,115.72168817033447,HAM
13,217.83034665467773,217.9700044310204,HAM
14,272.9078847022827,272.152870787626,SAI
15,222.09605263248645,216.54955847997007,SAI
16,190.12560934571428,189.81697487508308,SAI
17,234.9819247153439,250.65819921380262,HAM
18,192.6888721575673,199.30353009262706,HAM
19,183.80253561151858,173.65246260179592,SAI
20,262.6583915801278,261.6112941949206,SAI
21,290.2164440482801,291.9424784177778,HAM
22,165.418644815365,171.18525451711923,HAM
23,204.41087086897122,201.46239238027513,SAI
24,271.6428623632874,272.7765220962238,HAM
25,285.78363346761796,287.60499968,HAM
