Minisector,VER,RUS,Fastest
0,274.17855173894736,262.4746194339182,VER
1,298.22409481752385,279.5143865464627,VER
2,309.52695145016145,280.14963795555553,VER
3,127.64467644138072,126.85890681610174,VER
4,201.82562837163536,192.4197244027171,VER
5,260.0715422861153,253.99949047536438,VER
6,137.56417266793653,141.4487005328938,RUS
7,204.5589937263746,195.0219648220842,VER
8,254.84645155860798,249.8748250122449,VER
9,276.8245794323062,272.55085942457663,VER
10,226.52036228122842,229.8304099435168,RUS
11,175.68109730925013,177.72469611755102,RUS
12,189.67074274873718,181.39317327295075,VER
13,136.3502193040523,143.873886732549,RUS
14,163.7004374804489,162.8634991032889,VER
15,154.02624923530544,155.78487689142855,RUS
16,212.7350431041773,202.97812251594203,VER
17,227.30874937959334,226.68556126811893,VER
18,233.73978567409884,229.60822480990478,VER
19,238.41252091657142,239.8980952279347,RUS
20,140.9535766857383,144.89533033476644,RUS
21,133.42293637153247,132.26959666641764,VER
22,152.772070708763,158.23139143727883,RUS
23,144.1936539055376,149.53157710566308,RUS
24,222.68196123784128,222.28931383059106,VER
25,,248.84602094545457,RUS
