Minisector,LEC,RUS,Fastest
0,303.294194976254,293.3330584977778,LEC
1,318.1464255775438,303.4091573050815,LEC
2,324.9298120894074,307.223684322807,LEC
3,326.8230468324066,308.75045225447616,LEC
4,195.9873971419666,193.82953125520763,LEC
5,205.2692687441013,222.19807203995117,RUS
6,264.66682779602337,271.7780618206413,RUS
7,263.82652485229437,275.08010321608464,RUS
8,185.52445069985993,188.64717383997194,RUS
9,150.65282773101455,144.30334405601815,LEC
10,173.96397438943129,188.20582655000462,RUS
11,256.4891595293906,260.9959821355102,RUS
12,254.28578914708993,254.23913040889693,LEC
13,227.77452725307361,235.07887041558442,RUS
14,270.25034930391166,274.0319666230524,RUS
15,172.6182788606277,171.03627761625566,LEC
16,212.13593694099487,222.78163906748108,RUS
17,244.66366116968945,235.41190467692306,LEC
18,134.21628934027916,137.07273241763957,RUS
19,235.55105611550033,241.5405698819951,RUS
20,276.9492025070051,280.2872073128594,RUS
21,242.6318495292904,252.2591349142857,RUS
22,136.84644867794,143.32363884244447,RUS
23,209.3381590561286,220.01707654179896,RUS
24,268.74602202666665,273.9443081439657,RUS
25,282.5833333333333,,LEC
