Minisector,HAM,LEC,Fastest
0,274.62984549511987,274.03458224,HAM
1,301.26111045925927,299.87546228148153,HAM
2,315.3561136769882,313.56923017772976,HAM
3,324.2101647540916,320.7252602666667,HAM
4,328.8859374,324.73281246666664,HAM
5,327.8133186761905,326.3960937333333,HAM
6,224.93686078562274,229.51846990244954,LEC
7,108.54810805818931,107.23951883439015,HAM
8,185.5316497212003,176.72075165968255,HAM
9,262.2032444937445,260.6449847703096,HAM
10,290.44462936533085,291.8781941847464,LEC
11,173.46611223333332,193.8473807802469,LEC
12,98.91118687392373,95.55429235619357,HAM
13,117.29567166352726,109.90597753043478,HAM
14,223.7891314716856,224.1282804000857,LEC
15,192.52342198510925,185.78495712544395,HAM
16,230.33949273043478,229.5528982327122,HAM
17,189.04958791858022,181.47899101320198,HAM
18,235.94546954202897,233.66661333995862,HAM
19,279.1670525474499,278.17083620251606,HAM
20,254.27287813459762,264.55040035555555,LEC
21,149.51012021520725,147.38200914057683,HAM
22,97.26419188019199,96.29013302583238,HAM
23,127.57875868991447,122.611493630839,HAM
24,227.41025190994242,220.32130345600655,HAM
25,258.26666666666665,258.1166634666667,HAM
