Minisector,VER,SAI,Fastest
0,294.60042982617733,292.58690556341446,VER
1,308.2170832059259,304.38941662400003,VER
2,312.81507789444055,309.2961768451019,VER
3,315.239000192,313.5431830892386,VER
4,184.67360545393416,200.61832324246546,SAI
5,217.20296244311763,211.53151296653593,VER
6,269.91815428571425,268.18401764,VER
7,262.5445688465876,274.0803927754377,SAI
8,185.39013423972247,181.90301948064626,VER
9,142.89305874353875,143.01535535350862,SAI
10,178.7636438927473,170.26205048613699,VER
11,256.1953962502618,256.990893999407,SAI
12,247.08079405756106,250.92784053333332,SAI
13,225.38012413675503,223.91502664276678,VER
14,263.9209198041366,273.3108408857143,SAI
15,160.4956008859152,160.4772885296499,VER
16,220.10413735963223,216.72071032546583,VER
17,238.61102867712307,246.7144352381493,SAI
18,132.37131296922306,134.15842288436764,SAI
19,236.43036333108415,241.52479850733212,SAI
20,280.0112992137143,282.20850185148305,SAI
21,244.24969578567305,262.2683924736508,SAI
22,136.06328044723512,136.23765910307316,SAI
23,201.3006803212069,206.43243380173382,SAI
24,269.8164980814368,271.0433975190713,SAI
25,284.01500032,285.4937504,SAI
