Minisector,LEC,GAS,Fastest
0,302.003968152381,288.6014227677019,LEC
1,324.9108716317889,307.3288093942857,LEC
2,318.8427083733333,301.42936604444446,LEC
3,184.50858728123634,180.23294614701823,LEC
4,230.03070027252747,213.75603393891626,LEC
5,212.175524460295,195.670504321427,LEC
6,197.78377484976957,184.07308077440518,LEC
7,219.24154853448522,202.79601116444442,LEC
8,260.5830226815735,251.64628222797185,LEC
9,267.3513893333333,258.9489396869565,LEC
10,179.5043558514851,175.08880313410555,LEC
11,247.42098994000983,238.53788435700622,LEC
12,122.73918429951925,120.16861821421824,LEC
13,236.6005030521166,220.8565635923948,LEC
14,280.50896457416604,272.66257422857143,LEC
15,291.5301586793651,281.35533456079696,LEC
16,214.4380846386079,210.31431957865655,LEC
17,187.28515749252153,179.42772475942982,LEC
18,277.88169451548526,266.4131201206349,LEC
19,303.5137783545863,293.06124992,LEC
20,314.9789473684211,305.9676871111111,LEC
21,314.94211066213535,306.2396825396825,LEC
22,264.59831344761903,276.4402854233766,GAS
23,114.91949697897574,115.84141833771726,GAS
24,247.7782485419169,234.4255189098901,LEC
25,283.1333333333333,273.04166613333336,LEC
