Minisector,NOR,OCO,Fastest
0,249.1296373599979,248.73122927871657,NOR
1,207.03993879064063,202.62453015308643,NOR
2,201.4482635240475,199.9125422544762,NOR
3,256.37639891301586,254.94090408285714,NOR
4,270.455150105176,269.4479825652443,NOR
5,278.05936981157026,281.7933978552381,OCO
6,163.12795202678186,164.8582278754064,OCO
7,186.84275382695844,178.12423460866003,NOR
8,264.3939252464478,262.0568248942356,NOR
9,289.2698423928022,289.8025342903319,OCO
10,296.89508236952395,299.3396142670017,OCO
11,291.1860819327731,295.06780045351474,OCO
12,115.71892476718685,111.85635922029928,NOR
13,186.64341319726037,184.6749794810698,NOR
14,266.86031572365835,265.9898679280423,NOR
15,291.2743757122042,292.3272299565756,OCO
16,290.86279463218045,291.8924130488889,OCO
17,183.7223747645227,184.07881062994608,OCO
18,221.06043924977504,215.10193747358025,NOR
19,260.5519410921304,257.8095114686456,NOR
20,155.31982263624644,155.9119953269112,OCO
21,144.8285969554673,139.78829967520815,NOR
22,220.9900045348131,215.91553497326,NOR
23,230.08703324444443,226.88565271136764,NOR
24,162.1236558996576,159.28750857270336,NOR
25,,224.875,OCO
