Minisector,VER,RIC,Fastest
0,303.05666678303027,297.68928604444443,VER
1,257.992856431746,245.5040835835883,VER
2,199.68816607810137,201.7403957858785,RIC
3,265.47665068051947,265.22476008189625,VER
4,232.7943913698237,233.33414588500884,RIC
5,120.75384998829102,118.46261822808813,VER
6,181.78703893692278,179.48675348345532,VER
7,258.9434609527308,257.2405807938511,VER
8,291.6561984088598,288.29695540394687,VER
9,306.7149802920635,301.9596091428571,VER
10,314.0278509313283,305.4895677112782,VER
11,226.65566623452096,224.0535998747747,VER
12,151.96545854345146,149.85786467842178,VER
13,260.92808283514574,254.6975939378882,VER
14,293.375568504146,288.24086610331614,VER
15,306.06925600761906,298.04309586880254,VER
16,304.00189988193165,291.3484127492063,VER
17,266.44283758412695,250.47410910790495,VER
18,185.6520097078296,183.046874875,VER
19,185.50801284561447,181.26853490009748,VER
20,185.7647197044733,181.5844145608851,VER
21,250.37579417859507,240.35986010451768,VER
22,126.69624430089479,124.90248410421997,VER
23,197.31460459174602,201.71430034064517,RIC
24,279.0044360587454,277.32957214891775,VER
