Minisector,HAM,OCO,Fastest
0,297.54730081212125,281.9406488462027,HAM
1,150.6675177068071,155.82115407366229,OCO
2,165.26209413083652,169.87604407330883,OCO
3,245.3799650727619,243.7377268679241,HAM
4,282.65137436398265,274.00891284827406,HAM
5,245.34674925804927,228.34418444941727,HAM
6,218.33269116838088,213.96805929517396,HAM
7,152.01368774392608,152.02315308072215,OCO
8,228.70067434121106,233.2768296348385,OCO
9,280.65960747953494,281.5129291617015,OCO
10,296.7998840250677,298.7452707358214,OCO
11,305.8264916566899,308.3795486622579,OCO
12,310.83885212514286,309.89792861942857,HAM
13,303.1953909617778,298.9486258013816,HAM
14,124.47551966575821,122.76084382387712,HAM
15,119.81074291045803,110.2448201429228,HAM
16,96.95526268077057,101.67931712355403,OCO
17,234.0936464617065,235.97384736240818,OCO
18,286.3928883765427,285.01252627205696,HAM
19,304.7210994694737,304.0365547621739,HAM
20,313.8418416560224,315.618202105679,OCO
21,313.8321468903908,313.367831027451,HAM
22,127.62483763765312,116.34550744361441,HAM
23,198.5489690052246,208.07557085453234,OCO
24,268.1252696151153,265.21219808783394,HAM
