Minisector,LEC,HAM,Fastest
0,288.80079210574314,286.12484583672517,LEC
1,295.7511004025895,289.5014498294612,LEC
2,164.69012849662337,171.75073935952815,HAM
3,220.61453721125346,224.53462861687785,HAM
4,272.66165118239894,270.80764398571426,LEC
5,294.15437064400487,291.34841477235767,LEC
6,300.16873026750585,294.9640283835828,LEC
7,176.12526755714026,168.47631374216112,LEC
8,125.73377217442246,124.42911916941904,LEC
9,248.30130327953214,246.63255778285716,LEC
10,284.5406984,282.8187104474272,LEC
11,296.64225015945567,294.82546732952386,LEC
12,150.49974845454207,136.64678131355458,LEC
13,197.40744974585215,194.1077834001517,LEC
14,256.8330511280423,256.8367627115458,HAM
15,202.8442568772136,191.26800949371636,LEC
16,225.38710218182916,217.30149687329663,LEC
17,220.3537469109226,210.40134839731093,LEC
18,248.27340566336616,240.53083779794775,LEC
19,280.3093045688889,274.59449708095696,LEC
20,296.82042132374704,292.0356724850356,LEC
21,270.12086906236766,258.89404171286526,LEC
22,231.97823689650795,225.2635017324043,LEC
23,208.28080918511506,200.17262941822474,LEC
24,265.23850468350787,259.6657084776419,LEC
25,,275.7656256,HAM
