Minisector,VER,RUS,Fastest
0,252.26308827875556,253.81531598006566,RUS
1,215.57867562410786,214.63586353926655,VER
2,211.740825971447,207.01762549341964,VER
3,259.5883828383216,255.58793473855073,VER
4,274.82538224438673,268.9101728272965,VER
5,288.16955300442544,289.3031996160983,RUS
6,165.09836875851852,164.11848970948463,VER
7,167.30768815349,183.1185397048889,RUS
8,265.0246310575469,266.15642923952737,RUS
9,291.3144072692917,292.8444190961039,RUS
10,302.0975440795767,303.1345416426667,RUS
11,300.97999561500814,306.1674474493506,RUS
12,115.75609935368928,115.6155896380434,VER
13,189.33471498828283,189.46579182107527,RUS
14,269.72361757056274,271.40435045194806,RUS
15,290.1500854128104,294.90656242666665,RUS
16,296.0570668960401,301.8088645650872,RUS
17,187.8679464246349,187.07535557954546,VER
18,218.10924360691357,216.13095179742774,VER
19,266.68083733491346,269.04739293852816,RUS
20,153.68912325917609,151.96624690802062,VER
21,148.7173577175713,141.64840712819853,VER
22,219.7426151256733,214.14177804190476,VER
23,237.58366071122154,232.98065687304063,VER
24,162.99287449821276,156.50881198557278,VER
25,226.3249984,226.62953098526467,RUS
