Minisector,HAM,ALO,Fastest
0,291.1604403978562,289.02212938235095,HAM
1,299.79317665408206,290.8344395920772,HAM
2,162.6778954106298,157.65576173800093,HAM
3,220.25050305114317,218.1230185432568,HAM
4,272.7688654577778,271.1975392955093,HAM
5,294.12125830502106,292.7202615365079,HAM
6,301.2954265269841,302.5125067970658,ALO
7,179.92626021873724,153.6665685094334,HAM
8,128.58267379961433,129.49454177732048,ALO
9,247.22499412419046,251.95956210680777,ALO
10,285.3467165008947,283.9628223347224,HAM
11,295.91506735714285,293.1729756363636,HAM
12,142.51260983682636,137.11279015607298,HAM
13,190.47953013017377,198.1716130887749,ALO
14,259.62982197603907,251.9017550245989,HAM
15,208.42873822391417,191.35716055094815,HAM
16,213.66582341583398,208.5254965206349,HAM
17,211.81299231515152,201.83088709716807,HAM
18,241.51621569447252,242.09126017443612,ALO
19,275.8590227428572,275.9092047825818,ALO
20,293.64513230560846,294.2700463288889,ALO
21,256.0333068030476,256.156414992,ALO
22,216.674250547412,199.41833624166688,HAM
23,202.3721793748496,199.59548964483852,HAM
24,264.7440145062933,267.3415082996825,ALO
