Minisector,NOR,HAM,Fastest
0,293.7219849658483,291.1604403978562,NOR
1,297.61201383269844,299.79317665408206,HAM
2,158.30731140691864,162.6778954106298,HAM
3,223.7675557584314,218.71443802206247,NOR
4,273.00879491947956,271.69456128666667,NOR
5,294.0117904175824,294.12125830502106,HAM
6,304.9210671902041,301.4674264067227,NOR
7,170.32775946615928,191.98691540652112,HAM
8,136.24132270727208,126.03376285134046,NOR
9,250.5347003071522,247.22499412419046,NOR
10,285.7466986773333,284.7645905807792,NOR
11,296.6103913677675,295.8755255798319,NOR
12,144.39063216414166,143.65277821339583,NOR
13,193.07327813175343,185.4303355047758,NOR
14,259.0652911117576,259.350143547775,HAM
15,200.54196536507936,212.2410397688877,HAM
16,219.91191826123324,210.0028881711118,NOR
17,215.16390340102564,214.23190962222222,NOR
18,249.5850516754838,241.51621569447252,NOR
19,279.99807043160496,274.5365548302521,NOR
20,296.62709414603177,292.80481153650794,NOR
21,269.48193639619046,261.3817703611028,NOR
22,220.7569754593524,222.50251197229437,HAM
23,200.16495824,196.21099759333444,NOR
24,264.7546632228572,259.63371519960793,NOR
25,,281.0500002133333,HAM
