Minisector,LEC,GAS,Fastest
0,309.49783859248123,288.660906540211,LEC
1,186.42458158311982,206.09129583654098,GAS
2,225.51593465569954,222.98566208422207,LEC
3,282.4652513201436,270.15751488,LEC
4,233.1491409192487,245.18441719906758,GAS
5,129.16583017956032,128.14011115492528,LEC
6,215.6983835900571,206.77939910320987,LEC
7,261.6006178502833,252.73021197744976,LEC
8,242.74040177177503,237.08298788500957,LEC
9,233.4922994589364,230.97255383272727,LEC
10,279.3007493787121,271.06727282180157,LEC
11,299.54034347750445,288.6680708179592,LEC
12,309.50907791040976,299.58661439668265,LEC
13,315.02505451896747,304.5210700535191,LEC
14,318.22076125483403,300.94070855714284,LEC
15,267.36924874089186,253.1685864881551,LEC
16,242.3589357482958,234.24697504132504,LEC
17,287.6776490448806,272.0982420400485,LEC
18,309.0666594488889,286.878441250786,LEC
19,160.8164619024827,162.44748787972196,GAS
20,212.34005784305006,204.56481561096956,LEC
21,204.599891987269,191.2372352262911,LEC
22,138.85433032858862,135.5207819440588,LEC
23,237.54753590884764,229.48000077333333,LEC
24,279.91873456207793,273.4360085762623,LEC
25,290.7083338666667,285.71309179488054,LEC
