Minisector,HAM,NOR,Fastest
0,312.2283452111271,300.5820870870706,HAM
1,217.20994620069266,207.75288276139383,HAM
2,217.8733288509807,222.38996842349206,NOR
3,271.5708245222071,273.941890461645,NOR
4,249.71775629205433,249.666038442191,HAM
5,122.15322697755481,126.71626286289082,NOR
6,192.6666569281385,202.26344849486966,NOR
7,244.95706211208488,246.4322260090941,NOR
8,233.45165067542857,233.64156022725078,NOR
9,237.1896915817045,239.59647185553195,NOR
10,287.7554374285022,286.4105369587252,HAM
11,309.87578018526983,308.83720877291415,HAM
12,321.90751305869225,316.6958806820202,HAM
13,319.1726887958095,311.3108939088889,HAM
14,306.61118407314285,302.6642948404762,HAM
15,250.4609167585547,263.01335542628846,NOR
16,239.89093746742856,240.46564476342857,NOR
17,276.44305594074075,279.8240424617744,NOR
18,289.1883292725019,287.8219948039143,HAM
19,151.24198799653018,162.85503772650486,NOR
20,195.36775354759726,199.2765804378768,NOR
21,177.09512128227067,183.8246582625472,NOR
22,134.63641753586165,132.33338317582192,HAM
23,230.23696496604487,236.94329830214025,NOR
24,291.0896583569675,287.73174637206347,HAM
25,305.1000009142857,297.4375008,HAM
