Minisector,SAI,GAS,Fastest
0,288.5996404727098,288.6014227677019,GAS
1,305.20875013333335,307.3288093942857,GAS
2,299.980978944962,301.42936604444446,GAS
3,183.3857824078873,180.23294614701823,SAI
4,226.77495213245066,213.75603393891626,SAI
5,210.06556483006062,195.670504321427,SAI
6,193.20883940547364,184.07308077440518,SAI
7,218.4147782338178,201.93725300229886,SAI
8,259.45843297777776,249.9389489373052,SAI
9,264.69746379130436,259.42537262222226,SAI
10,177.51496653832,174.40967273227514,SAI
11,241.03741932327927,236.788365177519,SAI
12,115.92117821727548,121.77809540114635,GAS
13,228.6149705876543,218.78817416885687,SAI
14,274.2880373994805,272.30007745590063,SAI
15,280.08509294244305,281.3391829898517,GAS
16,208.61030503327504,213.02565196339148,GAS
17,186.90465720784314,177.21550405201756,SAI
18,271.1016236233654,264.6214534539683,SAI
19,294.7832073050505,292.5821427809524,SAI
20,305.59208341333334,305.9676871111111,GAS
21,305.5416666209524,306.40166666666664,GAS
22,259.9255337539047,277.59505562236023,GAS
23,117.53287611898965,114.53067638267336,SAI
24,246.242812981685,231.1178266021978,SAI
25,,272.02777742222224,GAS
