Minisector,BOT,LEC,Fastest
0,286.57396796350207,290.30450519443224,LEC
1,297.5678578387825,303.26075438209944,LEC
2,301.8479765307815,308.0210689015873,LEC
3,297.4889376829348,309.25833344,LEC
4,185.95233262385486,190.42928568091662,LEC
5,211.44972942311426,214.5070960153375,LEC
6,261.8965232951227,267.0121478673106,LEC
7,256.33726906896396,267.21859031376624,LEC
8,181.498935364586,189.98282019398812,LEC
9,146.22633978334886,156.06406323989165,LEC
10,190.95263999849502,193.14990636287627,LEC
11,254.70444573835314,259.4684329002877,LEC
12,237.5318345449928,251.2010422636774,LEC
13,223.42573750872666,236.03313988770188,LEC
14,264.5397956631111,275.2058049942687,LEC
15,167.41271048807448,171.97052961951616,LEC
16,218.08012402402932,223.8662108502493,LEC
17,233.4981756022857,238.51580271801862,LEC
18,139.91601379097003,140.08217480171325,LEC
19,236.58102277211873,240.59146679656874,LEC
20,272.191407056,274.679307516792,LEC
21,235.48627422849881,240.2024642909091,LEC
22,139.90755522347283,143.56084684572485,LEC
23,207.81040879253422,218.58550135274447,LEC
24,265.3894998449373,269.8159664612873,LEC
