Minisector,VER,OCO,Fastest
0,290.1416901457385,287.9617561362963,VER
1,298.2397934125913,297.3317227670588,VER
2,301.63657413333334,302.2745580958337,OCO
3,299.60027732848494,297.44718467111113,VER
4,165.1944414646563,166.56197134261893,OCO
5,212.2003201218059,203.51519631892552,VER
6,239.23838095450506,238.40173980120605,VER
7,266.756499656268,266.7879963530159,OCO
8,243.28477126271767,251.49273367563637,OCO
9,157.52861612871328,158.47740526301587,OCO
10,220.49547801172892,227.44858898020703,OCO
11,130.20214364375803,125.97531928055966,VER
12,224.13955394318842,220.39714161502005,VER
13,179.00831994799307,174.59265367341993,VER
14,212.0019142250038,209.32989249514043,VER
15,243.63555318883874,237.6968749726316,VER
16,261.573338237927,259.5577626214515,VER
17,286.25344031686274,281.75631008903576,VER
18,150.29696284379747,149.29683361427976,VER
19,160.9003855833214,158.5441927834868,VER
20,136.37673928652393,134.68302291767907,VER
21,226.95010581712233,224.97400555461698,VER
22,262.1177084248889,257.8209804414833,VER
23,252.68458225406658,245.32589087547476,VER
24,275.2927664740741,269.9433143725688,VER
25,285.24250048,280.8291658666667,VER
