Minisector,VER,NOR,Fastest
0,292.28835946711985,289.17187504,VER
1,219.3012492864044,209.9149095013278,VER
2,145.9853680328202,142.9749654772487,VER
3,222.96511197480046,221.07792902273073,VER
4,157.66980936290824,154.58785846857143,VER
5,177.11941665563842,175.74395953135874,VER
6,248.0849829418819,248.83315102608697,NOR
7,272.4286350408847,269.8239345162907,VER
8,280.25066137566137,277.3311402105263,VER
9,260.3906762700188,251.96686628571427,VER
10,245.65877906369727,240.4856224106553,VER
11,247.45036229565218,241.5825771151515,VER
12,213.24865608554242,204.19976631083304,VER
13,141.21971191437785,141.87795674628475,NOR
14,155.45404691180045,148.34285550406713,VER
15,183.92044320628048,188.2800785142857,NOR
16,255.58730209523807,255.492004076262,VER
17,242.95268648928527,242.11193575757576,VER
18,117.51519616547901,112.55062043687944,VER
19,193.80450820906393,199.67901029135803,NOR
20,198.33697534433904,191.78358551798956,VER
21,233.37246376811595,232.56412911304346,VER
22,263.0669125750036,259.6676376540722,VER
23,278.84916695963,275.6582851186085,VER
24,288.0244708994709,285.65833313684215,VER
25,291.0,,VER
