Minisector,SAI,NOR,Fastest
0,274.76273706666666,278.3820327958453,NOR
1,299.39570469580315,301.28946051764706,NOR
2,312.15964603876796,313.6059522330532,NOR
3,319.0323526901961,321.62426453333336,NOR
4,323.8026040666667,325.77199934365484,NOR
5,324.80809927139717,327.7318627137255,NOR
6,210.83500479999998,209.54241437128138,SAI
7,108.77952082376194,106.53783603086355,SAI
8,186.3998133282555,187.50397277906254,NOR
9,262.7724029268582,264.7958328090703,NOR
10,291.79014473650795,294.6775058911673,NOR
11,174.79508594644935,159.22234868244897,SAI
12,98.83683996944379,99.70074773022563,NOR
13,117.01847703188405,115.64198731736658,SAI
14,225.21594207536234,223.8018370915114,SAI
15,186.4247327316913,187.62463735671213,NOR
16,232.50252375389238,223.73023808609523,SAI
17,180.8077385853968,183.11158358223355,NOR
18,237.79206191020407,243.6168644063492,NOR
19,278.36014951779447,283.25460502456144,NOR
20,254.32191976450216,240.62033501502202,SAI
21,146.25923800512342,143.55340653544974,SAI
22,97.01830904646077,94.75594046666406,SAI
23,128.73838995051347,125.4526871493254,SAI
24,228.97649928612836,232.34039795942027,NOR
25,258.2499968,,SAI
