Minisector,VER,PER,Fastest
0,291.5421192389417,289.44935696605796,VER
1,303.06282283318563,300.43806560253967,VER
2,308.19947701125545,306.9164931259259,VER
3,309.5580247308642,308.0173608177778,VER
4,204.03522786349205,191.01646146873176,VER
5,213.41766691294782,214.44377893084092,PER
6,264.6188975987586,264.985454017974,PER
7,270.6604552290899,270.5039359839286,VER
8,191.95796896218744,191.00025324075747,VER
9,156.25803784534932,153.87571811754128,VER
10,186.10747599938696,185.51826905110215,VER
11,258.87895426053313,258.4579644835899,VER
12,253.865617442643,266.030166048,PER
13,230.91774928422362,231.22642501425383,PER
14,272.35922128269675,267.70397227644906,VER
15,164.69973681265225,164.95777428486772,PER
16,215.25850129628867,224.29993314418257,PER
17,241.53443641154325,230.50205241713985,VER
18,137.18489649543858,135.75548665619922,VER
19,237.17157252551112,243.03051420689593,PER
20,276.7473985077414,278.6308460190476,PER
21,246.36963471559284,244.17245323480063,VER
22,142.8267935401888,144.5507113887123,PER
23,213.0007978353131,215.44590788402388,PER
24,268.6408946303548,268.81687935693776,PER
25,282.47142765714284,,VER
