Minisector,LEC,RUS,Fastest
0,323.5124603527014,318.03630268478054,LEC
1,338.2597086845113,328.43404613132833,LEC
2,337.55299979147867,328.20205620037194,LEC
3,201.45930454337238,190.463296617815,LEC
4,110.94093627404878,125.01477547310533,RUS
5,259.1428776301351,263.29019682905056,RUS
6,299.8455919703309,300.20937289433107,RUS
7,319.611044186723,313.9154858105263,LEC
8,279.17855079997827,272.990643793121,LEC
9,133.40725902116094,137.34805608971064,RUS
10,207.15278045131558,213.40298763664458,RUS
11,208.94121989817918,203.70491567340255,LEC
12,188.0558487825192,189.45700111028137,RUS
13,264.75045739192143,262.30661744116895,LEC
14,307.755692738089,300.5860098680519,LEC
15,324.56551992407685,313.8014838919618,LEC
16,273.4351661124488,271.9935081046753,LEC
17,198.17416295009417,204.60938090671866,RUS
18,265.9468539873568,269.0962081475224,RUS
19,305.79861538966804,308.0574547188254,RUS
20,324.10838626913716,319.464828280596,LEC
21,322.03941354666665,305.40558327501236,LEC
22,195.0962946337676,201.22956675917533,RUS
23,258.74206682822273,255.745977936734,LEC
24,303.350330210915,298.7510100271284,LEC
25,,311.5023804952381,RUS
