Minisector,HAM,OCO,Fastest
0,234.48746153700435,230.10547792038759,HAM
1,285.52931228782717,288.00334437732425,OCO
2,302.1200757818182,304.55912685714287,OCO
3,308.60479168,310.8763813085826,OCO
4,278.48987092537817,275.1916695111111,HAM
5,174.61218292311963,168.95587219905553,HAM
6,265.12707568451935,264.0620893218775,HAM
7,282.5625541610389,284.1866071203463,OCO
8,218.1357975793257,206.1999592415361,HAM
9,221.18461972016462,220.72751233015873,HAM
10,195.16181386897546,181.09040716188542,HAM
11,223.43350762405677,226.02420504126985,OCO
12,204.5122112639017,197.7624842662947,HAM
13,221.85630028584887,210.54815107278725,HAM
14,222.76307498456487,219.28139587863888,HAM
15,181.43834369808008,177.2360709102769,HAM
16,251.11112018451774,248.6747028529254,HAM
17,293.64594551458777,296.67778832503245,OCO
18,312.3208333333333,314.6350394590476,OCO
19,302.2813490285714,305.8044913728393,OCO
20,132.54875661663547,127.14695178839996,HAM
21,167.6399010813977,159.8071960521283,HAM
22,155.27273594554345,147.34788548414173,HAM
23,204.4242126311172,202.97853512755776,HAM
24,147.80884063749966,141.68644384061284,HAM
25,187.33333333333331,149.16249919999998,HAM
