Minisector,NOR,STR,Fastest
0,278.3171310811947,276.60810216299205,NOR
1,298.4426557386766,294.8015348240628,NOR
2,298.95017011809523,294.41944565163635,NOR
3,183.22936163115133,177.33139756095517,NOR
4,117.82227898695666,116.18416782039168,NOR
5,241.26687300720235,232.73274100072396,NOR
6,282.282444935766,279.4822975965368,NOR
7,294.35608542698566,293.2516999361341,NOR
8,182.48809806211997,174.24496404747998,NOR
9,144.5976882650608,130.87319229200054,NOR
10,251.83451503869713,245.66888301968254,NOR
11,290.0338064202616,285.7695234658121,NOR
12,292.1546655363975,298.1668986805797,STR
13,265.5021522147,275.3560465555876,STR
14,297.15977072761905,300.31298136075674,STR
15,300.2456359903455,305.0628627733242,STR
16,247.30623170556066,240.46067600687746,NOR
17,226.4068545630226,217.20550481263368,NOR
18,281.9800259318212,277.99995871948545,NOR
19,305.75839021865227,303.16344725115647,NOR
20,309.64676114610404,311.9023391013662,STR
21,241.10933553228548,231.83028744273912,NOR
22,261.30886973018505,251.92075275189686,NOR
23,132.6981829755002,147.52959313518812,STR
24,221.10028647854546,193.48660862505997,NOR
25,,255.92968919999998,STR
