Minisector,VER,OCO,Fastest
0,301.7771343931685,320.6057869748148,OCO
1,214.00811556176623,196.31306079179487,VER
2,144.12688249738665,146.08284648998168,OCO
3,227.92910319200163,215.0227404335601,VER
4,171.60654869692496,158.77600148999574,VER
5,186.7380936614454,186.73517828604025,VER
6,255.70968156571428,255.18247536187175,VER
7,280.8862605115861,279.8146822506205,VER
8,287.8089323916904,286.13959568941175,VER
9,263.2149499957895,264.3495553185185,OCO
10,252.02383141434993,251.28728279111112,VER
11,245.68503601142078,229.78164674165413,VER
12,210.03670053169287,196.52017006083543,VER
13,132.67976874014659,125.68186289258433,VER
14,148.8546453244398,133.71858465735448,VER
15,178.25203537151992,190.18027524435638,OCO
16,249.8088551338658,262.0489841082707,OCO
17,248.15262874012285,235.9575435587417,VER
18,114.20218073061821,110.0676132353838,VER
19,202.2335788176021,201.90364349930778,VER
20,204.93176129273138,197.06330129230767,VER
21,236.04100651157842,239.73578989640737,OCO
22,267.24029722920636,277.0141106793651,OCO
23,283.77851597355266,298.29374577069746,OCO
24,297.0811196133333,315.86302320798035,OCO
