Minisector,VER,HAM,Fastest
0,282.42368812867727,295.4111663869804,HAM
1,150.97015674119984,147.27377355340806,VER
2,237.84364376046574,223.4939439963186,VER
3,285.4952571552778,280.73313044462583,VER
4,312.7900996769766,313.4246593575287,HAM
5,308.60593585981,303.56120996502165,VER
6,155.26352233206154,149.95021227934396,VER
7,253.40155685921837,252.058401301231,VER
8,114.56550924868436,113.5668474082584,VER
9,177.0062049506899,173.64137658378067,VER
10,275.74944835344695,280.50226787613275,HAM
11,301.5703499227429,304.24630228009886,HAM
12,213.60561411290828,208.0783652102876,VER
13,171.38916929895873,177.7836887242369,HAM
14,281.84112308451347,281.9105364115237,HAM
15,314.09320415478675,314.21959080137117,HAM
16,326.6801019616557,327.8394865080277,HAM
17,332.4710177462857,334.8199318048881,HAM
18,335.77268669123174,338.26306348583046,HAM
19,337.6128344493424,339.7153835212949,HAM
20,198.80794091209387,178.59671774468495,VER
21,182.24773223073396,178.42112028120323,VER
22,282.6551872490472,279.9294915661376,VER
23,311.96036176255654,314.0904020614204,HAM
24,322.01663890460156,326.1299697681028,HAM
