Minisector,VER,ALB,Fastest
0,291.40431441245653,297.6810478109091,ALB
1,302.07408000805367,309.79537250424244,ALB
2,267.5012651827022,287.9587690813513,ALB
3,110.25128740879923,106.944246022651,VER
4,220.25639164030568,223.3027955898535,ALB
5,267.9700782438736,273.0124788772185,ALB
6,207.7114704877267,198.34369240883265,VER
7,160.9114100526,159.6101655221164,VER
8,200.00928887571428,192.5294343517123,VER
9,205.92247298708995,204.11171567492065,VER
10,118.08780460327185,110.87226301835011,VER
11,224.30266876773845,223.36180978889806,VER
12,117.61933386550663,110.05899265496103,VER
13,219.5988483718299,232.13156408297027,ALB
14,270.41149971329617,277.38969888272896,ALB
15,216.0394595041975,205.2164581099444,VER
16,187.13003413923195,189.96199282684697,ALB
17,241.02534562378926,242.12899264840672,ALB
18,202.88039987910534,185.87928499248162,VER
19,184.90734822380443,190.11377664616396,ALB
20,263.20879143409996,269.44488110730157,ALB
21,286.99803110073583,294.8514911158277,ALB
22,173.68589049251776,148.92039334500055,VER
23,209.6710985703887,215.86220972672024,ALB
24,272.6987279792208,276.48000579961905,ALB
25,285.3958336,,VER
