Minisector,HAM,TSU,Fastest
0,241.5991905118139,245.72491696294267,TSU
1,272.99480868888884,276.5162979265203,TSU
2,164.78548052786877,166.5581505037794,TSU
3,156.11247963010408,152.96471264573876,HAM
4,257.10391101162344,256.04534754812335,HAM
5,268.71839985608466,254.18326427301588,HAM
6,228.29249843090244,202.8163014624257,HAM
7,206.846226413525,191.5568823094368,HAM
8,155.78900160513166,150.06308280221808,HAM
9,214.91631792,205.0736909551961,HAM
10,271.19134969900017,268.3867260631457,HAM
11,124.76722094071431,121.26000432023578,HAM
12,207.33298875623933,209.91917303053762,TSU
13,269.76864197532336,275.99523775661373,TSU
14,289.7850141441847,305.7028162679948,TSU
15,296.6871520585621,320.3598054968889,TSU
16,234.0281714606105,247.3471592043956,TSU
17,136.99007309730158,123.37827941630167,HAM
18,135.36872174732306,127.81406046427345,HAM
19,122.04103168380696,121.40291535228306,HAM
20,223.3837534488445,223.2138753285642,HAM
21,257.98113519256054,247.886804036183,HAM
22,229.95319685845888,223.25678837522904,HAM
23,215.17632294164557,204.04803219336222,HAM
24,137.51524645883833,133.09454519801565,HAM
25,,212.406248,TSU
