Minisector,PER,VET,Fastest
0,273.88908683174606,272.66372960575154,PER
1,302.1081444453648,297.5304823017544,PER
2,323.183088,310.93041811466054,PER
3,335.8351560666667,319.75841917355507,PER
4,341.26027775999995,324.37968746666667,PER
5,341.34294598052554,326.41822913333334,PER
6,227.9465304888889,215.0529625229753,PER
7,107.80427886562995,106.50830992882456,PER
8,175.7975181088025,182.92467715274347,VET
9,263.156645909387,264.31392512629833,VET
10,297.83148124444443,292.9720604268216,PER
11,184.29012352086772,172.08243104686943,PER
12,99.22143657824846,97.04825016136697,PER
13,115.82939076063491,116.23614725329878,VET
14,223.5447876184393,224.81534727381995,VET
15,188.8117555809524,189.24335634870073,VET
16,231.0904535303316,224.54107015065117,PER
17,180.39132946793652,182.13255692874347,VET
18,237.45274217144444,242.5121591727891,VET
19,276.66966772899997,281.7345527829018,VET
20,253.64356242424245,254.31414200001194,VET
21,153.84864342552382,146.97490278327763,PER
22,97.71943521274889,96.16832229897187,PER
23,127.9215712907983,124.47478605373297,PER
24,225.36659674868662,229.05491078095238,VET
25,254.58333333333331,,PER
