Minisector,VER,BOT,Fastest
0,252.8311068441294,257.1761153393985,BOT
1,210.529693956523,208.75966913015873,VER
2,216.54428857631876,223.35534905603095,BOT
3,256.7081730871795,261.87216095140417,BOT
4,271.36693565290614,275.51923714194345,BOT
5,225.71824625287357,216.01151598571428,VER
6,101.72683054588343,98.72505571417643,VER
7,185.47883184439476,182.63770858025393,VER
8,264.92266683733334,268.1969547897436,BOT
9,286.25533859845837,289.66397407241163,BOT
10,292.5151516121212,298.3286457777778,BOT
11,286.2042967295328,293.63212435033034,BOT
12,114.34627042474209,113.59869707491023,VER
13,214.25268872258064,216.56878602380954,BOT
14,271.2246627848383,276.6121187230476,BOT
15,288.3675346666667,293.51689949151137,BOT
16,224.67060463136926,215.21673520612615,VER
17,126.69004799752724,126.73133871893528,BOT
18,156.9448089058201,156.36633533968254,VER
19,249.0096153846154,254.22366686886713,BOT
20,161.29020950898658,155.04328796272137,VER
21,134.84756438643845,131.50809528909824,VER
22,200.62421375100016,208.79334312683207,BOT
23,207.9855037930303,208.07999826673932,BOT
24,170.36406344,169.21839404227643,VER
25,228.8750016,,VER
