Minisector,HAM,NOR,Fastest
0,256.3728783930213,258.8895855014548,NOR
1,137.44394682763715,129.01754626147994,HAM
2,263.24502434432566,268.6667824289745,NOR
3,301.92333328,309.50696639999995,NOR
4,301.69439654252875,306.063813575041,NOR
5,307.72321424761907,314.69258074013607,NOR
6,311.8512770835149,319.90506720817564,NOR
7,311.93080365714286,315.01962170340136,NOR
8,208.8497259623448,195.59026626429312,HAM
9,197.60365898085664,197.3307232970403,HAM
10,188.5356712362553,174.03435682302094,HAM
11,168.00188497128477,166.61389508326724,HAM
12,255.1479634227629,254.52239870520637,HAM
13,270.688633668816,280.49470537788324,NOR
14,277.34005367741935,286.7447241754205,NOR
15,271.8082108216083,271.9493335339402,NOR
16,190.18443535809428,183.18429409445366,HAM
17,196.6161985091516,190.9758933754118,HAM
18,239.70407272021598,246.60032645042415,NOR
19,283.1139879263492,292.1377941048619,NOR
20,302.8223643822548,312.35401775238097,NOR
21,310.2013888790123,320.6875220656085,NOR
22,308.41641659902467,314.32529763809526,NOR
23,261.46742508054183,236.38803549931032,HAM
24,117.63484690598135,113.46598927494719,HAM
25,228.64583466666667,,HAM
