Minisector,VER,GAS,Fastest
0,250.7771297054945,258.5429188075924,GAS
1,128.80786770585513,133.0963838836227,GAS
2,203.25835353514177,200.5995150311111,VER
3,245.91979048888888,246.65267826622573,GAS
4,253.14987482406562,255.47272548923078,GAS
5,171.11105437803928,174.29139870236915,GAS
6,140.94384258040162,146.6783884083245,GAS
7,181.27551798754016,183.26449552007514,GAS
8,99.27755268988936,100.36663824936406,GAS
9,71.8967252777775,74.13282380458921,GAS
10,96.50828391397405,95.87819361969935,VER
11,182.43659427102082,188.18498439944017,GAS
12,239.83289126282972,245.5160004395238,GAS
13,256.77133892952384,269.20658908542123,GAS
14,261.8122166827925,271.3560545644685,GAS
15,104.8334309320272,101.87136716337828,VER
16,155.74440563067543,146.88421332454598,VER
17,193.04789217452972,185.51736645815873,VER
18,196.50399269333332,194.9486864210224,VER
19,206.5433439369764,202.43657005760286,VER
20,136.78793748380951,136.63512754962963,VER
21,105.6621039165902,108.04787053611754,GAS
22,97.65666617672984,102.06023773989116,GAS
23,195.33078964266667,198.45347972050126,GAS
24,248.79356329396825,249.31849728761904,GAS
25,260.0999936,,VER
