Minisector,VER,SAI,Fastest
0,279.1506405147836,279.66146274947107,SAI
1,116.7037704653231,119.11515848864153,SAI
2,154.97602495568253,161.9266692794527,SAI
3,216.8477452237587,206.90403454463495,VER
4,164.3622127785538,156.13878479046798,VER
5,238.0888918623954,243.83003249523813,SAI
6,219.3778341326869,199.0575796441347,VER
7,142.12897232214826,138.19560093963716,VER
8,230.4772877577143,233.97137787790732,SAI
9,269.61787175265937,276.3063487147518,SAI
10,280.20529170213916,285.93087658,SAI
11,148.38612052753743,146.8662234254838,VER
12,212.04344295207812,217.770812349803,SAI
13,263.1368380538095,265.8669907966387,SAI
14,262.5624969677527,261.14409411241115,VER
15,101.31573829197721,103.16105271240014,SAI
16,217.367319469328,218.96695779492725,SAI
17,269.25109336,273.2012300761905,SAI
18,289.9490241405291,300.0878843032168,SAI
19,300.9839493270588,316.44024371098413,SAI
20,307.64244898133336,323.6607873736618,SAI
21,289.91881749761905,264.5417064379519,VER
22,147.70237916266666,148.59189244123596,SAI
23,226.2102690307483,238.5006687029331,SAI
24,273.98163911499535,282.68111803778964,SAI
