Minisector,VER,STR,Fastest
0,248.96537203504053,260.9417975697828,STR
1,130.74571506904428,127.29979744467609,VER
2,263.313430202353,254.13046863737273,VER
3,300.2224474105381,301.0203406363215,STR
4,285.4122232444733,301.04117750836457,STR
5,299.1978317858646,305.6982110933333,STR
6,306.62573037831504,311.5235999744,STR
7,308.6568517536508,310.3903683889459,STR
8,191.18900468640695,192.22033380578,STR
9,193.88874493463888,187.74854897133383,VER
10,188.49817851473844,186.05831786711596,VER
11,179.55705752706788,164.9549606815215,VER
12,256.4982778097959,250.36778434116465,VER
13,274.93680380902737,275.0881221225616,STR
14,278.6458159080071,272.5605652590882,VER
15,269.05965913867993,263.92685544,VER
16,189.39745967001406,176.47200495805095,VER
17,196.09077087754525,182.19580870282462,VER
18,238.55612771581826,229.96928585090686,VER
19,286.300588215805,281.1306177655497,VER
20,307.5706632393143,305.79046889432544,VER
21,313.6654779541201,313.32449998019047,VER
22,312.4621725873593,312.7368313526586,STR
23,247.87704715761117,247.24251431803327,VER
24,114.65024270579626,110.09400259708626,VER
25,225.343752,,VER
