Minisector,LEC,STR,Fastest
0,251.23650705069554,250.34847826497355,LEC
1,218.55986115156355,206.1336555097345,LEC
2,200.32844894779387,209.71968672435375,STR
3,254.74079664789215,261.9302412303345,STR
4,270.0268494099248,273.4385912152381,STR
5,287.392240806076,289.3985911032381,STR
6,166.18167863936438,152.8122999876886,LEC
7,177.49726626551566,187.3979643001371,STR
8,266.57309046492753,266.7206521261008,STR
9,291.43592140432423,291.4978520070172,STR
10,303.66729703672723,301.90143995791385,LEC
11,306.7611996790476,297.253703969161,LEC
12,117.03832392479363,111.85529048453984,LEC
13,195.64355649182863,188.9136201609408,LEC
14,267.78914340685714,268.10617396363637,STR
15,293.0374883886384,291.5075073427313,LEC
16,295.73017863999996,292.9157138066263,LEC
17,187.8628828251009,181.45871996869633,LEC
18,216.1734123911111,214.8727684842328,LEC
19,263.77547509174724,255.10236509890072,LEC
20,153.65768823473923,152.6329485458503,LEC
21,145.3935858927992,146.2255637353916,STR
22,219.6610345181527,217.1555755548707,LEC
23,229.73260993523812,224.78495592685715,LEC
24,157.77687776278873,161.81208776382914,STR
25,224.4249984,,LEC
