Minisector,HAM,LEC,Fastest
0,279.0425385192311,279.5145243755026,LEC
1,292.3485355284641,296.16210573468095,LEC
2,287.32375650081724,294.3353748458639,LEC
3,176.7182438928751,176.12253862179443,HAM
4,128.4400546438448,123.90955456501091,HAM
5,242.94230649039937,240.89265694272126,HAM
6,280.9951057213404,282.81563972195045,LEC
7,286.1049604825397,293.5765704374715,LEC
8,186.91943730498784,183.01007765669434,HAM
9,153.55374027687338,148.31398930360135,HAM
10,256.2095986044001,256.9386691460456,LEC
11,291.32765581274447,291.06341105161397,HAM
12,299.07474906742596,299.2779000875078,LEC
13,276.12256084436143,277.45080478828135,LEC
14,292.8896904655238,295.79111567538746,LEC
15,292.7946018177613,302.1169866405268,LEC
16,248.9963345316656,253.0328804466338,LEC
17,232.95429794767622,220.0579652645067,HAM
18,278.03311285502645,275.77330291358027,HAM
19,294.1583185379172,298.1632286506856,LEC
20,291.21050996877267,303.66545097777777,LEC
21,234.6078320963415,232.4255600944871,HAM
22,264.99689834667964,261.6518286857143,HAM
23,144.77037699709234,144.1147436335192,HAM
24,225.6962993858983,217.76887365387628,HAM
25,261.06666666666666,260.4333354666667,HAM
