Minisector,HAM,STR,Fastest
0,291.10609580649196,291.69184791885715,STR
1,305.9098957714286,303.7657258828011,HAM
2,311.1852525252525,309.357833343256,HAM
3,310.62517371555555,307.9210571585185,HAM
4,189.47501747916772,193.53753594183567,STR
5,214.08411698082537,214.03754225015874,HAM
6,267.89334251539395,266.4112864618735,HAM
7,268.6646913095032,267.1226119148052,HAM
8,185.51064244515763,180.36763090117768,HAM
9,140.1061788909591,142.56461353373115,STR
10,176.45814823761904,183.215594809958,STR
11,258.4979997608551,259.5067781354882,STR
12,250.68463800248446,247.78302875712833,HAM
13,229.13450207259748,227.30208926589063,HAM
14,267.6093518222222,267.61240360874723,STR
15,168.38819231130117,160.43670614235248,HAM
16,221.78711080675555,219.64302468239617,HAM
17,237.09607289202518,230.84471475469226,HAM
18,131.06660556277058,134.37165426303488,STR
19,238.02138480754036,244.25579765124817,STR
20,278.7581595911111,281.15190404569574,STR
21,243.4560140908666,227.27781606322424,HAM
22,137.21214793695236,136.73000834073326,HAM
23,207.63508165196342,211.3584234639443,STR
24,268.77851198808656,269.235568449905,STR
