Minisector,HAM,RIC,Fastest
0,280.79416289352554,276.6589381608533,HAM
1,291.1467578493402,290.4575120954114,HAM
2,241.82499261943641,228.24690268441404,HAM
3,120.68085927130522,114.86177465198404,HAM
4,141.56940957644466,140.82828379322356,HAM
5,251.10639140975945,248.9738320537093,HAM
6,252.05562813224233,239.65510273886812,HAM
7,128.56508079282332,126.83045379052803,HAM
8,247.81308235867928,245.65826907117426,HAM
9,262.9363870537199,243.85087580918074,HAM
10,212.4265987861791,204.61732242206625,HAM
11,148.74826254561341,141.08946748315137,HAM
12,213.38340035399833,211.86204509513206,HAM
13,256.72586682654963,250.3028259047619,HAM
14,119.87472838517049,113.32892223574336,HAM
15,200.6461488873795,192.9223741401184,HAM
16,259.41155381965933,255.7831323434676,HAM
17,285.98079618180344,284.91618342738826,HAM
18,296.0544325677949,295.0147183126223,HAM
19,301.54348226156367,297.4615959103186,HAM
20,299.1014208653101,296.9110415466667,HAM
21,164.64301790387924,140.16363498751895,HAM
22,152.7946846496559,169.66369526071753,RIC
23,205.54997037119534,190.81617505752249,HAM
24,239.2775090093264,237.09970475676832,HAM
25,268.5833322666667,,HAM
