Minisector,BOT,NOR,Fastest
0,233.14918018713226,234.27757920743232,NOR
1,283.1293081478594,282.43170137777776,BOT
2,297.5310471330797,295.9643153160009,BOT
3,303.9537734242782,302.16421167424005,BOT
4,277.05489682150323,264.57741205770617,BOT
5,170.37741334546902,168.13621551161614,BOT
6,262.46356064247203,262.6975638783837,NOR
7,280.4036182231495,279.84048963247506,BOT
8,220.18166565802622,208.17265929997487,BOT
9,224.8334964976547,222.99525332573145,BOT
10,186.81019733108496,177.24762981189875,BOT
11,225.73216994638898,226.61832231645928,NOR
12,208.88529929230643,200.74735780540453,BOT
13,214.56622062186923,207.00894458178757,BOT
14,223.34622220988842,226.43960391848228,NOR
15,185.1816285090382,178.35489815142805,BOT
16,246.56233669207074,250.22664438566594,NOR
17,285.3196452390194,284.06475999751603,BOT
18,298.9506000642423,296.454921095857,BOT
19,288.33242956704845,287.9267818038033,BOT
20,132.38357508598634,128.84635215890907,BOT
21,164.17330400981433,154.0580960288127,BOT
22,156.14016241948508,154.25941048741208,BOT
23,209.88859685540305,200.84263787740423,BOT
24,149.93534862302045,144.74564058395165,BOT
25,188.38750293333334,,BOT
