Minisector,VER,HAM,Fastest
0,257.5419068265726,257.1647344252217,VER
1,132.86500023656606,133.99826054849447,HAM
2,270.22532142774975,265.8352521673143,VER
3,309.5747940838278,308.4613393035944,VER
4,309.9160492311728,307.9417235022222,VER
5,317.653450074249,316.90847477008253,VER
6,322.3763634269008,322.4539055768167,HAM
7,318.85659104,323.0690809742857,HAM
8,206.2708572953148,214.54189210543515,HAM
9,204.73914922044554,199.0181390207557,VER
10,184.65118274296555,190.06428489546389,HAM
11,176.35901395212886,168.38957302669328,VER
12,258.292351927132,253.5705147797472,VER
13,283.00056924554116,281.9207074955102,VER
14,286.8080612244898,286.1399888482078,VER
15,272.7823228625985,279.97089167601945,HAM
16,173.19406797647588,171.37893306691828,VER
17,197.8578282349059,194.81501464697092,VER
18,248.97451844009154,245.8413412419867,VER
19,292.2569752849383,291.25279416945125,VER
20,311.75624755452037,310.3961327761606,VER
21,317.34112135314285,316.4650000178882,VER
22,315.7567376278293,314.6914819915018,VER
23,270.6989296058608,286.3385658250885,HAM
24,119.2939059912624,116.10002520360648,VER
25,,228.94687439999998,HAM
