Minisector,VER,SAI,Fastest
0,300.60567100770976,296.40844899626666,VER
1,247.37159486081012,247.19283724065775,VER
2,180.33501486671074,202.1483119281187,SAI
3,261.2980016407499,264.5734173861865,SAI
4,217.2188811308706,226.85165915558682,SAI
5,111.6404539033745,112.81646939970963,SAI
6,173.54282509804713,182.2624645782728,SAI
7,253.00631143733997,257.91277995191916,SAI
8,289.90548152087274,288.9770473514976,VER
9,308.1901664258093,303.3910585756801,VER
10,315.73519923440864,307.9557973702341,VER
11,212.70935042970174,242.3042884209203,SAI
12,142.02709316173977,142.871550582783,SAI
13,253.3956714976549,250.7296638988034,VER
14,290.03898284424093,287.1848925368053,VER
15,301.2126545619753,300.0735921608834,VER
16,293.41154135965365,299.71413973631047,SAI
17,251.48173892948765,268.4083574634667,SAI
18,179.33043669719473,192.8148068114374,SAI
19,179.11102153433967,188.18250429290632,SAI
20,180.9918321187864,169.0098330535714,VER
21,239.85592459306667,246.83447812114753,SAI
22,117.47965671226184,123.4186335174151,SAI
23,192.82362910745516,192.3119793528108,VER
24,274.59154452844945,273.621568540761,VER
25,290.775510156694,290.51875040000004,VER
