Minisector,LEC,STR,Fastest
0,301.6219182840579,285.12211668698416,LEC
1,163.45735865686808,155.7843814590829,LEC
2,154.1115049405353,150.5271768,LEC
3,233.6891026271043,226.59328814992267,LEC
4,288.4674229140514,285.4106497414668,LEC
5,288.4613294842474,286.1477254025974,LEC
6,151.65855381449882,143.30192345855784,LEC
7,147.40972906381546,143.15170684223602,LEC
8,150.01165840242004,142.87311409442393,LEC
9,197.34519971616945,186.64609333495528,LEC
10,134.7019522511164,132.64144094460306,LEC
11,126.1777839834269,122.58054754380309,LEC
12,171.01844490954954,165.97586805868727,LEC
13,271.18703642962964,265.7401045878403,LEC
14,293.8062498909091,287.05511355151515,LEC
15,158.4937089596372,154.6195185435216,LEC
16,209.8341207907986,207.66034672427705,LEC
17,178.31282175911167,172.04361522160585,LEC
18,278.33489533333335,272.94311531594207,LEC
19,300.61796450157186,294.5846589090909,LEC
20,317.05932521360546,308.6706558657596,LEC
21,321.62894731228073,316.80999994666666,LEC
22,318.87296961537356,319.65583327999997,STR
23,327.2962017088435,321.1991666133333,LEC
24,331.0256944592593,319.15666672,LEC
25,329.1541664,,LEC
