Minisector,BOT,PER,Fastest
0,290.27222186666665,303.91072531131414,PER
1,296.63405801739134,319.2569443047619,PER
2,292.334680089441,310.23726986303853,PER
3,122.30403811310345,109.60077783570681,BOT
4,225.22978590081556,221.3407248172043,BOT
5,276.26557461587305,278.3272172153964,PER
6,223.35338606714765,229.1712384,PER
7,166.89682412307693,158.06042357614194,BOT
8,220.6722907997671,216.28715517542244,BOT
9,232.72044388045978,225.13549734376357,BOT
10,123.84969755904483,121.47026485586406,BOT
11,232.5036560741451,226.6760052597701,BOT
12,127.51103786991582,127.33592983927305,BOT
13,230.71962073957306,222.75131667396562,BOT
14,280.2339224990637,276.97166640761907,BOT
15,228.0817233204301,226.81625129955555,BOT
16,199.43344037183795,192.76785651809524,BOT
17,258.03205078974355,251.54675921382716,BOT
18,220.73861153447794,213.47916813333333,BOT
19,180.97837676396398,174.72060425019663,BOT
20,264.1849981642144,259.9132338647063,BOT
21,284.9381944,281.47577641909703,BOT
22,183.12157793198136,181.78796138595823,BOT
23,218.974729427957,214.06854744086021,BOT
24,270.79410258319297,266.85178855500226,BOT
25,,280.0,PER
