Minisector,LEC,ALO,Fastest
0,272.2932140136296,283.2645293166843,ALO
1,115.45387174755066,118.09102562395697,ALO
2,170.71370948883032,166.78273158862302,LEC
3,211.6406037050206,203.719283401671,LEC
4,171.83403077455057,171.6696098486331,LEC
5,244.81016028604847,243.80417111238094,LEC
6,213.61339467012988,186.00769542134026,LEC
7,141.73788839270492,142.77091894711177,ALO
8,237.36960654175755,243.03221527552702,ALO
9,277.2006410190999,279.9243393997883,ALO
10,289.95172286743383,268.18890224996875,LEC
11,154.78576165358538,152.13420969365802,LEC
12,225.0511614548466,232.66137066493232,ALO
13,270.94894690698413,272.97164154875816,ALO
14,270.21371600234176,232.97600388996867,LEC
15,104.6702464654804,101.4182885754554,LEC
16,226.0052696198421,224.78144472175615,LEC
17,273.88102714277767,276.7085895815971,ALO
18,292.2281424551782,304.97926883522706,ALO
19,305.9238489955556,318.84721195741844,ALO
20,311.18221108278016,323.896907377415,ALO
21,297.2525755755025,225.50781567999482,LEC
22,159.92560454778393,160.06879435805092,ALO
23,234.6098842910712,249.3087565190957,ALO
24,278.42568409878027,285.45838294024594,ALO
