Minisector,BOT,PER,Fastest
0,288.81907527249746,292.87877951238096,PER
1,297.77242082696966,303.21833919655245,PER
2,303.00187977944864,306.35379073283207,PER
3,305.9050438736842,301.1798254035088,BOT
4,193.10295893333333,172.64587697594547,BOT
5,228.04475326105353,206.39418704780573,BOT
6,257.22833397398784,229.3244274345364,BOT
7,274.581547784127,265.97460276825393,BOT
8,269.2139840710834,255.4914034961837,BOT
9,178.0517493904762,160.75439799533862,BOT
10,236.97554630934337,228.55315600915324,BOT
11,142.55750050666666,129.45063467246376,BOT
12,227.73583388626116,220.76211242088547,BOT
13,205.77894000656815,181.46052953576944,BOT
14,223.8752739801144,222.423293422021,BOT
15,258.45955623188405,236.24640993164618,BOT
16,270.0158126874383,263.7536183072772,BOT
17,289.0367848399713,284.0950401015873,BOT
18,133.99569140717296,117.12849145732176,BOT
19,170.8147138420168,156.52642437270305,BOT
20,157.0819929759999,156.1802534564532,BOT
21,169.50584667338936,146.53680144183778,BOT
22,121.97571585913806,123.27831320732865,PER
23,232.93412242168404,237.2301753109731,PER
24,273.48373023492064,274.6333455845005,PER
25,286.1124992,,BOT
