Minisector,LEC,STR,Fastest
0,256.4038407922548,260.9417975697828,STR
1,129.92336391669207,127.29979744467609,LEC
2,259.1475721760661,254.13046863737273,LEC
3,301.6924892672736,301.0203406363215,LEC
4,302.7506746311111,301.04117750836457,LEC
5,309.29423416681135,305.6982110933333,LEC
6,313.65307274317576,311.5235999744,LEC
7,310.957696243855,310.3903683889459,LEC
8,193.74711124511578,192.22033380578,LEC
9,187.5359616535285,187.74854897133383,STR
10,185.7631963932091,182.04848960042625,LEC
11,169.94275521624763,168.44848689892123,LEC
12,248.78469898336047,252.0701217322393,STR
13,272.3471591947455,274.41851805180954,STR
14,275.3500097043224,274.66832363822056,LEC
15,272.30113391873846,259.8280961813825,LEC
16,178.17768892348306,177.1012408384496,LEC
17,187.64889362178317,181.68418079584788,LEC
18,234.48299659346947,231.96095249217672,LEC
19,285.3249040409504,282.5320992808936,LEC
20,308.7435254289657,306.3288688943254,LEC
21,315.98691191527615,313.4844999801905,LEC
22,313.2270112253893,312.69683135265865,LEC
23,252.33317143799772,233.07140236703142,LEC
24,110.47344639417624,110.54410132090682,STR
