Minisector,HAM,BOT,Fastest
0,298.3446192722404,291.9668135193074,HAM
1,310.54505684734403,307.99184997399414,HAM
2,316.883562759293,315.7797181124183,HAM
3,306.2725145343044,305.8855074116402,HAM
4,162.34248610809524,158.7099092050373,HAM
5,205.00359932759105,196.65783638934775,HAM
6,227.2898267337636,221.00897482418338,HAM
7,262.4268816012293,259.8398261090909,HAM
8,237.28770135784677,233.23529009168524,HAM
9,153.53964665837495,148.92379087199998,HAM
10,214.38950949015873,210.94935250950198,HAM
11,126.58462747934007,127.12858406875446,BOT
12,229.02379628657533,225.6557276448485,HAM
13,171.88324922057143,165.88397989328826,HAM
14,225.49593092708523,209.46193264861284,HAM
15,222.3568253004329,212.69539730498337,HAM
16,252.00091179428574,248.4758746252588,HAM
17,275.7522607966568,277.4792399850292,BOT
18,146.53958090682423,140.6101307522418,HAM
19,172.17795796877726,159.0103486542857,HAM
20,139.25185410295765,134.63887530152218,HAM
21,151.52318137836957,147.06115675921114,HAM
22,112.33806427645503,107.43994855948458,HAM
23,217.65810292378413,210.96897080384696,HAM
24,262.90302519949205,260.9284531953719,HAM
25,275.3468744,,HAM
