Minisector,VER,RUS,Fastest
0,291.40431441245653,296.1496685717749,RUS
1,302.07408000805367,299.36093753333336,VER
2,267.5012651827022,276.1224825596922,RUS
3,110.25128740879923,106.80978351776531,VER
4,220.25639164030568,217.9872219260451,VER
5,267.9700782438736,272.1172321968254,RUS
6,207.7114704877267,207.26261898675423,VER
7,160.9114100526,157.44556228062558,VER
8,200.00928887571428,189.35824688536798,VER
9,205.92247298708995,200.290034162513,VER
10,118.08780460327185,115.5660935638665,VER
11,224.30266876773845,227.97876563352892,RUS
12,117.61933386550663,113.44122090252884,VER
13,219.5988483718299,216.5382084850796,VER
14,270.41149971329617,272.76105846876936,RUS
15,216.0394595041975,216.00196987187775,VER
16,187.13003413923195,175.49771867338524,VER
17,241.02534562378926,233.1048918323257,VER
18,202.88039987910534,200.2930673984648,VER
19,184.90734822380443,174.8245223128509,VER
20,263.20879143409996,263.27744451388605,RUS
21,286.99803110073583,292.6063909774436,RUS
22,173.68589049251776,172.0565944736685,VER
23,209.6710985703887,200.03686585579143,VER
24,272.6987279792208,272.54705217558444,VER
25,285.3958336,287.9166670222222,RUS
