Minisector,HAM,NOR,Fastest
0,270.7791505010085,272.86776714438355,NOR
1,289.3586473229377,292.0264387365086,NOR
2,294.15125997040525,300.33496243775477,NOR
3,134.63178818938684,127.91572275231522,HAM
4,202.04158468444658,192.04383046283908,HAM
5,260.64994690115634,259.7367348714276,HAM
6,146.6791016457607,138.8047489985761,HAM
7,209.26195826123967,204.03018732875714,HAM
8,263.21804968884254,261.2729010074404,HAM
9,283.6279548542695,283.1270459280107,HAM
10,244.3388906335787,234.25051442429304,HAM
11,184.87451346358102,181.32131415071888,HAM
12,192.34305310041313,189.0463327474189,HAM
13,151.2487052064689,144.64252892361833,HAM
14,185.7193501754743,168.4194356527258,HAM
15,170.30325861635382,156.05691819564953,HAM
16,218.7857806792328,218.41536453207928,HAM
17,239.2446180746705,238.74696035533208,HAM
18,240.33653056464496,238.39812037006124,HAM
19,249.49932490230842,245.78525442353134,HAM
20,152.018018296306,142.82406286046432,HAM
21,139.4830329528325,132.37206992718018,HAM
22,172.75503863396676,170.74086877396877,HAM
23,155.85450333740317,148.60445432611758,HAM
24,233.47513589285796,231.21005977072127,HAM
25,,258.97014988104274,NOR
